pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
Kepler-392 c,1,2,10.423118,0.093,1.1,0.098,1.37,0.0043,M-R relationship,5.66,0,185.1,901,87.72,20.41,0.00855,,5938,1.13,1.07,-0.436,0.195,4.32,4.37,5.57817,681.428,13.528,12.121,13.4218,Super Earth
Kepler-393 b,1,2,9.182417,0.091,1.29,0.115,2.21,0.00696,M-R relationship,5.66,0,429.81,1052,89.07,7.67,0.00864,,6189,1.38,1.21,0.032,0.524,4.23,2.15,0.56072,881.404,13.258,11.995,13.1783,Super Earth
Kepler-393 c,1,2,14.613612,0.124,1.33,0.119,2.33,0.00733,M-R relationship,5.44,0,231.21,901,89.77,10.45,0.008,,6189,1.38,1.21,0.032,0.524,4.23,2.15,0.56072,881.404,13.258,11.995,13.1783,Super Earth
Kepler-394 b,1,3,8.005013,0.083,1.6,0.143,3.19,0.01,M-R relationship,4.28,0,164.78,1035,89.83,18.64,0.01262,,6402,1.13,1.13,0.02,0.053,4.41,0.25,1.91099,1058.72,14.948,13.384,14.77,Super Earth
Kepler-394 c,1,3,12.130686,0.11,1.66,0.148,3.39,0.0107,M-R relationship,4.07,0,94.53,901,89.8,24.36,0.01339,,6402,1.13,1.13,0.02,0.053,4.41,0.25,1.9333,1058.72,14.948,13.384,14.77,Super Earth
Kepler-394 d,1,3,5.61358023,0.0646,1.501,0.134,2.86,0.009,M-R relationship,4.65,0,435.61,1165,89.54,14.84,0.01175,,6398,1.1,1.14,-0.14,0.053,4.41,0.25,1.9638,1058.72,14.948,13.384,14.77,Super Earth
Kepler-395 b,1,2,7.054346,0.061,1.03,0.092,1.08,0.0034,M-R relationship,5.43,0,17.8,576,88.36,23.3,0.0198,,4262,0.56,0.62,-0.02,-1.194,4.73,1.6,3.28318,421.382,16.5919,12.948,15.9585,Super Earth
Kepler-395 c,1,2,34.989262,0.177,1.32,0.118,2.3,0.00724,M-R relationship,5.5,0,2.11,341,89.96,67.77,0.02259,K,4262,0.56,0.62,-0.02,-1.194,4.73,1.6,3.28318,421.382,16.5919,12.948,15.9585,Super Earth
Kepler-398 b,1,3,4.081423,0.044,0.93,0.083,0.749,0.00236,M-R relationship,5.12,0,81.29,755,82.74,6.93,0.01354,,4493,0.61,0.65,0.053,-0.811,4.69,2.34,0.37842,177.355,13.499,10.794,13.2351,Terrestrial
Kepler-398 c,1,3,11.419412,0.087,1.01,0.09,1.01,0.00317,M-R relationship,5.39,0,20.56,536,85.38,11.6,0.0136,,4493,0.61,0.65,0.053,-0.811,4.69,2.34,0.36767,177.355,13.499,10.794,13.2351,Super Earth
Kepler-398 d,1,3,6.83437001,0.0618,0.88,0.079,0.615,0.00193,M-R relationship,4.96,0,40.83,636,85.83,11.99,0.01174,,4557,0.67,0.72,-0.06,-0.811,4.64,2.34,5.10732,177.355,13.499,10.794,13.2351,Terrestrial
Kepler-399 b,1,3,14.425281,0.103,0.96,0.086,0.84,0.00264,M-R relationship,5.22,0,35.63,773,89.98,29.75,0.01354,,5502,0.68,0.9,0.14,-0.418,4.62,3.98,2.53138,740.537,14.686,12.698,14.5277,Terrestrial
Kepler-399 c,1,3,26.67569,0.155,1.43,0.128,2.63,0.00829,M-R relationship,4.94,0,15.69,630,89.26,24.5,0.02116,,5502,0.68,0.9,0.14,-0.418,4.62,3.98,6.56444,740.537,14.686,12.698,14.5277,Super Earth
Kepler-399 d,1,3,58.034616,0.261,1.89,0.169,4.23,0.0133,M-R relationship,3.44,0,5.57,486,89.98,81.4,0.02628,,5502,0.68,0.9,0.14,-0.418,4.62,3.98,3.03003,740.537,14.686,12.698,14.5277,Super Earth
Kepler-400 b,1,2,9.024389,0.087,1.65,0.147,3.36,0.0106,M-R relationship,4.11,0,183.39,939,89.97,23.21,0.01347,,5886,1.15,1.08,0.084,0.152,4.35,3.63,2.38563,845.97,13.762,12.296,13.8395,Super Earth
Kepler-400 c,1,2,17.340824,0.134,1.49,0.133,2.83,0.00889,M-R relationship,4.7,0,76.86,755,89.19,38.14,0.01199,,5886,1.15,1.08,0.084,0.152,4.35,3.63,3.49044,845.97,13.762,12.296,13.8395,Super Earth
Kepler-401 b,1,3,14.383035,0.122,1.71,0.153,3.57,0.0112,M-R relationship,3.92,0,254.25,889,85.84,12.37,0.01196,,6117,1.33,1.17,0.02,0.566,4.25,3.55,0.17298,965.56,13.366,11.987,13.2865,Super Earth
Kepler-402 b,1,4,4.028751,0.051,1.22,0.109,1.98,0.00624,M-R relationship,5.99,0,619.84,1311,88.85,9.9,0.00953,,6090,1.26,1.15,-0.08,0.203,4.28,1.4,0.75422,625.339,13.27,11.993,13.1917,Super Earth
Kepler-402 c,1,4,6.124821,0.068,1.56,0.139,3.05,0.00961,M-R relationship,4.41,0,353.97,1140,84.71,13.1,0.01063,,6090,1.26,1.15,-0.08,0.203,4.28,1.4,1.31615,625.339,13.27,11.993,13.1917,Super Earth
Kepler-402 d,1,4,8.921099,0.087,1.38,0.123,2.48,0.0078,M-R relationship,5.19,0,214.28,1006,89.6,16.9,0.0095,,6090,1.26,1.15,-0.08,0.203,4.28,1.4,1.31615,625.339,13.27,11.993,13.1917,Super Earth
Kepler-402 e,1,4,11.242861,0.102,1.46,0.13,2.73,0.00859,M-R relationship,4.82,0,157.48,931,88.3,19.7,0.01049,,6090,1.26,1.15,-0.08,0.203,4.28,1.4,1.31615,625.339,13.27,11.993,13.1917,Super Earth
Kepler-403 b,1,3,7.031462,0.076,1.25,0.112,2.1,0.0066,M-R relationship,5.91,0,689.46,1194,89.91,9.165,0.00845,,6090,1.33,1.25,0.079,0.644,4.27,3.09,0.2469,840.269,12.818,11.537,12.7598,Super Earth
Kepler-403 c,1,3,54.280749,0.297,1.75,0.156,3.71,0.0117,M-R relationship,3.8,0,45.15,604,88.82,41.4,0.01179,,6090,1.33,1.25,0.079,0.644,4.27,3.09,0.2469,840.269,12.818,11.537,12.7598,Super Earth
Kepler-403 d,1,3,13.61159129,0.1211,1.42,0.127,2.6,0.00819,M-R relationship,4.99,0,285.3,958,89.53,13.956,0.00896,,6209,1.45,1.25,0.16,0.644,4.21,3.09,0.2469,840.269,12.818,11.537,12.7598,Super Earth
Kepler-404 b,1,2,11.829851,0.102,1.27,0.113,2.15,0.00678,M-R relationship,5.77,0,44.53,730,89.38,26.47,0.01261,,5654,0.88,0.93,-0.04,-0.337,4.54,0.4,2.50636,812.524,15.479,13.477,15.1906,Super Earth
Kepler-404 c,1,2,14.751166,0.118,1.72,0.153,3.61,0.0113,M-R relationship,3.9,0,33.15,678,88.81,41,0.0174,,5654,0.88,0.93,-0.04,-0.337,4.54,0.4,8.85148,812.524,15.479,13.477,15.1906,Super Earth
Kepler-405 b,1,2,10.613839,0.095,2.08,0.186,4.98,0.0157,M-R relationship,3.04,0,55.62,785,89.94,23.68,0.02155,,5818,0.89,0.91,-0.03,-0.331,4.54,4.68,2.22952,1065.08,16.181,14.056,15.8023,Super Earth
Kepler-406 b,1,2,2.42629,0.0359,1.43,0.128,6.35,0.02,Mass,11.82,0,826.93,1302,82.34,7.037,0.01229,,5538,1.07,1.07,0.18,0.048,4.41,5.84,1.12,364.03,12.603,10.97,12.4897,Super Earth
Kepler-406 c,1,2,4.62332,0.0552,0.85,0.076,2.71,0.009,Mass,24.39,0,349.77,1050,87.96,10.18,0.00726,,5538,1.07,1.07,0.18,0.048,4.41,5.84,1.12,364.03,12.603,10.97,12.4897,Super Earth
Kepler-407 b,1,2,0.66931,0.0149,1.07,0.095,3.2,0.01007,Mass,,0,4102.01,1983,87.19,3.1933,0.01041,,5476,1.01,1,0.33,-0.039,4.43,7.47,1.38,338.368,12.603,10.911,12.5074,Super Earth
Kepler-408 b,1,1,2.46502,0.0359,0.82,0.073,5,0.01573,Mass,,0,1503.58,1561,87.51,5.9,0.00614,,6104,1.23,1.08,-0.2,0.283,4.29,6.68,0.82,88.7832,8.834,7.486,8.6992,Terrestrial
Kepler-409 b,1,1,68.9583216,0.3192,1.199,0.107,6,0.01888,Mass,19,0.69,6.15,438,86.3,170.72,0.01002,,5421,0.9,0.91,0.05,-0.202,4.5,5.8,1.81,68.173,9.636,7.768,9.39109,Super Earth
Kepler-411 b,2,4,3.005156,0.0375,2.401,0.214,25.6,0.08055,Mass,10.3,0.146,191.27,1138,87.4,11.926,0.0266,K2 V,4974,0.82,0.87,0.11,-0.579,4.6,0.212,3.55299,153.676,12.448,10.062,12.2327,Super Earth
Kepler-414 b,1,2,4.7,0.0527,1.71,0.153,3.5,0.011,Mass,3.85,0,241.17,1024,89.45,14.19,0.01692,,5536,0.95,0.89,0.05,-0.169,4.47,5.5,1.64198,413.46,13.378,11.698,13.321,Super Earth
Kepler-415 b,1,2,4.176,0.0426,1.21,0.108,119.9,0.377,Mass,372,0,69.83,694,89.41,13.82,0.0204,,4362,0.64,0.67,0.01,-0.805,4.62,4.9,2.40794,530.487,16.142,13.378,15.841,Super Earth
Kepler-415 c,1,2,8.708,0.0695,2.01,0.201,4.7,0.0148,M-R relationship,3.18,0,26.24,543,89.87,27.56,0.03732,,4362,0.64,0.67,0.01,-0.805,4.62,4.9,4.88423,530.487,16.142,13.378,15.841,Super Earth
Kepler-416 b,1,3,6.319,0.0658,2.48,0.221,58.2,0.183,Mass,21,0,224.09,986,85.42,15.409,0.02235,,5758,1.07,1,0.126,0.028,4.42,4.9,1.73298,690.819,14.166,12.51,14.0197,Super Earth
Kepler-416 d,1,3,3.07644709,0.0407,1.61,0.154,3.22,0.0101,M-R relationship,4.24,0,583.25,1253,83.78,6.54,0.01442,,5670,1.02,0.95,0.06,0.028,4.4,4.9,0.55826,690.819,14.166,12.51,14.0197,Super Earth
Kepler-417 b,1,2,12.331,0.1006,2.31,0.206,11,0.035,Mass,4.9,0,43.62,671,89.98,31.54,0.02825,,5177,0.81,0.9,-0.204,-0.411,4.57,4.9,3.77691,973.989,15.864,13.922,15.8658,Super Earth
Kepler-42 b,1,3,1.2137672,0.0116,0.78,0.07,0.399,0.00126,M-R relationship,4.62,0.04,22.39,519,85.57,12.1,0.0419,M,3068,0.17,0.13,-0.33,-2.62,5.11,4.5,26.8,40.0595,16.7,11.465,14.9931,Terrestrial
Kepler-42 c,1,3,0.45328509,0.006,0.73,0.065,0.315,0.00099,M-R relationship,4.45,0,82.12,720,81.11,4.44,0.0395,M,3068,0.17,0.13,-0.33,-2.62,5.11,4.5,26.8,40.0595,16.7,11.465,14.9931,Terrestrial
Kepler-42 d,1,3,1.865169,0.0154,0.57,0.051,0.13,0.00041,M-R relationship,3.86,0.02,12.54,450,88.02,37.02,0.0307,M,3068,0.17,0.13,-0.33,-2.62,5.11,4.5,26.8,40.0595,16.7,11.465,14.9931,Terrestrial
Kepler-430 c,1,2,110.979,0.4757,1.75,0.16,3.71,0.0117,M-R relationship,3.8,0,9.1,458,89.94,66.1,0.0108,,5884,1.49,1.17,0.2,0.312,4.15,5.13,0.44462,917.477,13.908,12.391,13.8135,Super Earth
Kepler-431 b,1,3,6.803,0.0719,0.764,0.068,0.37,0.00117,M-R relationship,4.56,0,577.54,1032,80.51,4.6,0.0064,,6004,1.09,1.07,0.07,0.498,4.4,4.34,0.35793,486.546,12.139,10.649,11.9291,Terrestrial
Kepler-431 c,1,3,8.703,0.0847,0.668,0.06,0.229,0.00072,M-R relationship,4.22,0,415.55,951,82.35,6.65,0.0056,,6004,1.09,1.07,0.07,0.498,4.4,4.34,0.35793,486.546,12.139,10.649,11.9291,Terrestrial
Kepler-431 d,1,3,11.922,0.1045,1.11,0.1,1.41,0.00444,M-R relationship,5.67,0,272.84,856,82.51,4.6,0.0093,,6004,1.09,1.07,0.07,0.498,4.4,4.34,0.35793,486.546,12.139,10.649,11.9291,Super Earth
Kepler-438 b,1,1,35.23319,0.166,1.12,0.1,1.46,0.00459,M-R relationship,5.71,0.03,1.4,288,89.86,73,0.02,M,3748,0.52,0.54,0.16,-1.357,4.74,4.4,5.52,195.9428717,15.104,11.199,14.4852,Super Earth
Kepler-440 b,1,1,101.11141,0.242,1.86,0.17,4.12,0.013,M-R relationship,3.52,0.34,1.2,229,89.93,99,0.03038,K,4134,0.56,0.57,-0.3,-1.102,4.71,1.3,4.76,301.03,15.637,12.121,15.1058,Super Earth
Kepler-441 b,1,1,207.2482,0.64,1.64,0.15,3.33,0.0105,M-R relationship,4.15,0.1,0.21,189,89.97,260,0.028,,4340,0.55,0.57,-0.57,-1.051,4.71,1.9,4.94,268.003,15.567,12.288,15.135,Super Earth
Kepler-442 b,1,1,112.3053,0.409,1.34,0.12,2.36,0.00742,M-R relationship,5.39,0.04,0.66,241,89.94,146,0.0211,K,4402,0.6,0.61,-0.37,-0.932,4.67,2.9,4.01,365.965,15.322,12.488,14.9304,Super Earth
Kepler-444 b,3,5,3.6001053,0.04178,0.403,0.036,0.0374,0.00012,M-R relationship,3.14,0.16,225.74,938,88,11.951,0.00491,K,5046,0.75,0.76,-0.55,-0.425,4.56,11.23,2.493,36.4396,8.87,6.703,8.643251,Terrestrial
Kepler-444 c,3,5,4.5458841,0.04881,0.497,0.044,0.0793,0.00025,M-R relationship,3.55,0.31,165.73,868,88.2,13.961,0.00605,K,5046,0.75,0.76,-0.55,-0.425,4.56,11.23,2.493,36.4396,8.87,6.703,8.643251,Terrestrial
Kepler-444 d,3,5,6.189392,0.06,0.53,0.047,0.2,0.00063,Mass,7.9,0.18,109.64,783,88.16,17.151,0.00644,K,5046,0.75,0.76,-0.55,-0.425,4.56,11.23,2.493,36.4396,8.87,6.703,8.643251,Terrestrial
Kepler-444 e,3,5,7.743493,0.0696,0.546,0.049,0.1,0.00031,Mass,4.8,0.1,81.34,727,89.13,19.913,0.00664,K,5046,0.75,0.76,-0.55,-0.425,4.56,11.23,2.493,36.4396,8.87,6.703,8.643251,Terrestrial
Kepler-444 f,3,5,9.740486,0.0811,0.741,0.066,0.332,0.00104,M-R relationship,4.48,0.29,59.91,673,87.96,23.205,0.00903,K,5046,0.75,0.76,-0.55,-0.425,4.56,11.23,2.493,36.4396,8.87,6.703,8.643251,Terrestrial
Kepler-445 b,1,3,2.984151,0.0217,1.58,0.14,3.12,0.00982,M-R relationship,4.35,0,17.66,401,89.74,21.94,0.0676,M4,3157,0.21,0.18,0.27,-2.1,4.93,6.61,14.39263,127.201,18.19,12.61,16.7157,Super Earth
Kepler-445 d,1,3,8.15275,0.0439,1.25,0.11,2.1,0.0066,M-R relationship,5.91,0,4.31,305,89.61,42.95,0.0533,M4,3157,0.21,0.18,0.27,-2.1,4.93,6.61,14.39263,127.201,18.19,12.61,16.7157,Super Earth
Kepler-446 b,1,3,1.565409,0.0182,1.5,0.13,2.86,0.00899,M-R relationship,4.66,0,16.21,648,87.42,14.2,0.0574,M4,3359,0.24,0.22,-0.3,-2.248,5.03,3.72,25.35714,96.339,17.5041,12.827,16.3101,Super Earth
Kepler-446 c,1,3,3.036179,0.0283,1.11,0.1,1.41,0.00444,M-R relationship,5.67,0,6.71,520,88.97,22.4,0.0424,M4,3359,0.24,0.22,-0.3,-2.248,5.03,3.72,25.35714,96.339,17.5041,12.827,16.3101,Super Earth
Kepler-446 d,1,3,5.148921,0.0403,1.35,0.12,2.39,0.00752,M-R relationship,5.34,0,3.31,436,88.72,31.6,0.0519,M4,3359,0.24,0.22,-0.3,-2.248,5.03,3.72,25.35714,96.339,17.5041,12.827,16.3101,Super Earth
Kepler-449 b,1,2,12.58242,0.1027,2.056,0.183,4.88,0.0154,M-R relationship,3.09,0.03,167.41,917,89.83,9.48,0.0098,,5649.18,1.47,1.02,-0.165,0.296,4.09,9.77,0.3897,241.949,11.448,9.701,11.2263,Super Earth
Kepler-450 c,1,3,15.413135,0.1324,2.62,0.234,12.5,0.03933,Mass,3.82,0.02,213.73,944,88.73,17.531,0.0145,,6197.21,1.64,1.19,0.128,0.554,4.08,3.02,0.37922,455.982,11.991,10.429,11.6525,Super Earth
Kepler-450 d,1,3,7.51464,0.082,0.837,0.075,17.6,0.05538,Mass,165,0.14,557.21,1199,87.91,10.859,0.00517,,6197.21,1.64,1.19,0.128,0.554,4.08,3.02,0.37922,455.982,11.991,10.429,11.6525,Super Earth
Kepler-452 b,1,1,384.843,1.046,1.63,0.145,3.29,0.0104,M-R relationship,4.17,0,1.1,265,89.806,281.6,0.0128,G2,5757,1.11,1.04,0.21,0.084,4.32,6,0.84,551.727,13.54,11.852,13.4048,Super Earth
Kepler-46 d,1,3,6.766589,0.067,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0,92.35,845,88.51,15.8,0.01938,,5309,0.79,0.92,0.37,-0.378,4.58,4.5,1.85399,777.06,15.312,13.347,15.2548,Super Earth
Kepler-466 c,1,2,3.70921385,0.0465,1.25,0.112,2.1,0.0066,M-R relationship,5.91,0,500.46,1206,89.73,10.888,0.01055,,5927,1.05,1.04,-0.01,-0.067,4.42,3.47,1.77451,530.122,12.799,11.367,12.7632,Super Earth
Kepler-477 b,2,1,11.11990653,0.0911,2.07,0.185,4.94,0.0155,M-R relationship,3.06,0,38.71,649,87.75,19.7,0.02398,,5240,0.79,0.87,-0.04,-0.372,4.58,2.09,1.44556,367,13.835,11.729,,Super Earth
Kepler-48 b,1,4,4.778,0.0528,1.88,0.168,3.94,0.0124,Mass,3.23,0,173.12,932,89.91,13.6091,0.01932,,5194,0.89,0.88,0.17,-0.289,4.49,3.14,1.98,306.738,13.174,11.221,13.0772,Super Earth
Kepler-48 c,1,4,9.67395,0.0845,2.71,0.242,14.61,0.04597,Mass,4.01,0,67.59,736,89.51,23.113,0.02789,,5194,0.89,0.88,0.17,-0.289,4.49,3.14,1.98,306.738,13.174,11.221,13.0772,Super Earth
Kepler-48 d,1,4,42.8961,0.2279,2.04,0.182,7.93,0.025,Mass,5.08,0,9.29,448,89.99,59.5,0.02102,,5194,0.89,0.88,0.17,-0.289,4.49,3.14,1.98,306.738,13.174,11.221,13.0772,Super Earth
Kepler-49 b,1,4,7.2037945,0.05929,2.72,0.243,8,0.027,Mass,3.4,0,21.48,509,89.9,22.473,0.04723,M1 V,3974,0.53,0.55,0.03,-1.131,4.73,2.88,4.13698,311.222,15.655,12.383,15.2293,Super Earth
Kepler-49 d,1,4,2.576549,0.031,1.6,0.143,3.19,0.01,M-R relationship,4.28,0,64.39,717,89.14,12.787,0.0267,M1 V,4252,0.56,0.55,0.03,-1.131,4.73,2.88,5.48224,311.222,15.655,12.383,15.2293,Super Earth
Kepler-49 e,1,4,18.596108,0.116,1.56,0.139,3.05,0.00961,M-R relationship,4.41,0,6.06,371,89.99,63.23,0.02596,M1 V,4252,0.56,0.55,0.03,-1.131,4.73,2.88,13.82558,311.222,15.655,12.383,15.2293,Super Earth
Kepler-495 c,1,2,5.89660978,0.0614,1.219,0.109,1.98,0.00622,M-R relationship,6,0,108.13,1000,89.84,14.439,0.01076,,5392,1.09,0.89,0.18,-0.237,4.31,0.6,1.63771,658.924,14.942,12.81,14.6074,Super Earth
Kepler-50 b,1,2,7.81254,0.077,1.71,0.153,8.9,0.028,Mass,,0,494.7,1196,89.88,10.5263,0.01074,,6225,1.58,1.24,0.03,0.536,4.13,3.8,0.441,250.11,10.544,9.197,10.3621,Super Earth
Kepler-501 c,1,2,3.62276006,0.0467,1.681,0.15,3.47,0.0109,M-R relationship,4.01,0,683.84,1304,89.96,10.069,0.01219,,5794,1.22,1.03,0.14,0.216,4.28,0.3,1.47144,1125.24,14.886,13.34,14.7303,Super Earth
Kepler-504 b,2,1,9.54927542,0.0646,1.59,0.142,3.15,0.00993,M-R relationship,4.31,0,5.99,374,89.92,47.1,0.04512,,3519,0.33,0.33,-0.31,-1.577,4.94,4.17,7.93023,99.0688,15.143,11.155,14.4582,Super Earth
Kepler-507 b,1,1,3.56809693,0.0473,1.3,0.116,2.24,0.00705,M-R relationship,5.6,0,877.33,1407,85.83,4.81,0.0092,,6113,1.32,1.16,0.06,0.326,4.26,3.8,0.64445,391.644,12.197,10.665,11.9224,Super Earth
Kepler-508 b,1,1,25.30889748,0.1763,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0,60.37,710,87.81,17.2,0.01221,,6025,1.25,1.16,0.18,0.289,4.3,3.55,0.9526,324.618,11.592,10.379,11.6039,Super Earth
Kepler-514 b,2,1,5.65179605,0.0676,1.72,0.153,3.61,0.0113,M-R relationship,3.9,0,506.41,1248,81.85,14.886,0.01076,,6106,1.44,1.28,0.36,0.353,4.23,2.69,0.58348,455.336,12.273,10.875,12.1325,Super Earth
Kepler-515 b,2,1,19.96371318,0.1333,1.46,0.13,2.73,0.00859,M-R relationship,4.82,0,47.97,564,88.51,26.8,0.01603,,5293,0.83,0.9,0.08,-0.312,4.55,3.39,1.64935,255,12.913,10.885,,Super Earth
Kepler-52 d,1,3,36.445171,0.182,1.95,0.174,4.46,0.014,M-R relationship,3.31,0,2.94,332,89.98,71.53,0.03051,M0 V,4263,0.56,0.58,0,-0.996,4.73,3.55,5.52885,321.542,15.513,12.36,15.0589,Super Earth
Kepler-520 b,1,2,19.67416124,0.144,1.66,0.148,3.39,0.0107,M-R relationship,4.07,0,59.77,711,87.05,17.74,0.01393,,6112,1.09,1.1,-0.03,0.51,4.41,2.04,1.83122,623.901,12.798,11.488,12.7602,Super Earth
Kepler-520 c,1,2,5.21104261,0.0594,1.07,0.095,1.24,0.0039,M-R relationship,5.56,0,351.69,1107,83.02,12.158,0.00933,,6112,1.09,1.1,-0.03,0.51,4.41,2.04,1.25197,623.901,12.798,11.488,12.7602,Super Earth
Kepler-523 b,1,1,5.83598311,0.0606,1.96,0.175,4.5,0.0142,M-R relationship,3.28,0,149.13,884,89.66,22.055,0.02111,,5515,0.86,0.93,-0.03,-0.28,4.54,2.45,2.36312,253.295,12.588,10.827,12.481,Super Earth
Kepler-524 b,1,2,7.97419807,0.0791,1.91,0.17,4.31,0.0136,M-R relationship,3.4,0,434.24,974,89.36,11.551,0.0158,,6014,1.1,1.09,0.02,0.439,4.39,3.02,0.45853,1058.24,14.082,12.384,13.8868,Super Earth
Kepler-524 c,1,2,1.88897906,0.0303,0.96,0.086,0.84,0.00264,M-R relationship,5.22,0,2959.34,1574,89.84,2.71,0.00755,,6014,1.1,1.09,0.02,0.439,4.39,3.02,0.3953,1058.24,14.082,12.384,13.8868,Terrestrial
Kepler-526 b,1,1,5.45849832,0.064,1.99,0.178,4.62,0.0145,M-R relationship,3.22,0,584.35,1099,85.39,10.7,0.01583,,5894,1.14,1.15,0.34,0.351,4.38,2.14,0.40778,666.146,13.194,11.475,13.0384,Super Earth
Kepler-528 b,1,1,19.78297415,0.1409,2.08,0.186,4.98,0.0157,M-R relationship,3.04,0,68.97,708,89.97,28.01,0.01789,,5807,1.06,1.01,0.02,0.158,4.39,5.5,1.06272,784.23,14.064,12.409,13.9033,Super Earth
Kepler-529 b,1,3,1.98035766,0.0309,1.86,0.166,4.12,0.013,M-R relationship,3.52,0,1808.41,1662,80.89,4.09,0.01548,,6087,1.14,1.07,-0.1,0.207,4.35,3.98,1.10938,799.008,13.779,12.418,13.7399,Super Earth
Kepler-529 c,1,3,12.8345022,0.1075,2,0.178,4.66,0.0147,M-R relationship,3.2,0,149.42,891,83.97,14.2,0.01621,,6087,1.14,1.07,-0.1,0.207,4.35,3.98,0.08653,799.008,13.779,12.418,13.7399,Super Earth
Kepler-534 c,1,2,7.37868977,0.0761,1.227,0.109,2.02,0.00637,M-R relationship,6.01,0,178.68,933,88,16.01,0.0101,,5936,0.97,1.07,0.07,0.147,4.5,1.7,1.09657,570.659,13.387,11.708,13.231,Super Earth
Kepler-537 b,1,1,3.24755522,0.0442,1.41,0.126,2.57,0.00809,M-R relationship,5.04,0,442.52,1181,88.14,10.089,0.01312,,5763,0.99,1.07,0.23,-0.039,4.47,1.45,1.46831,439.4,13.173,11.623,13.0657,Super Earth
Kepler-538 b,2,1,81.73778,0.3554,2.215,0.198,12.9,0.04059,Mass,6.5,0.21,5.07,417,89.73,95.265,0.02291,,5534,0.87,0.89,-0.09,-0.179,4.51,5.3,1.902,155.956,11.27,9.645001,11.1647,Super Earth
Kepler-54 b,1,3,8.0109434,0.0619,2.1,0.187,21.5,0.068,Mass,12.8,0,12.36,453,89.59,7.66,0.03842,M1 V,3705,0.5,0.51,-0.27,-1.301,4.75,13.8,0.18002,271.701,16.282,12.648,15.8133,Super Earth
Kepler-54 c,1,3,12.0717249,0.0809,1.23,0.11,19.8,0.062,Mass,58.5,0,3.07,395,89.96,21.878,0.02254,M1 V,3705,0.5,0.51,-0.27,-1.301,4.75,13.8,5.0392,271.701,16.282,12.648,15.8133,Super Earth
Kepler-54 d,1,3,20.995694,0.126,1.53,0.136,2.96,0.0093,M-R relationship,4.54,0,3.42,328,89.79,14.6,0.02696,M1 V,4252,0.55,0.52,-0.27,-1.301,4.73,13.8,5.0392,271.701,16.282,12.648,15.8133,Super Earth
Kepler-542 b,1,1,13.14497566,0.1038,1.57,0.14,3.09,0.00972,M-R relationship,4.39,0,61.57,698,88.51,9.2,0.01647,,5526,0.9,0.93,0.02,-0.122,4.5,4.57,1.31404,436.016,13.606,11.783,13.4161,Super Earth
Kepler-55 b,1,5,27.9481449,0.1593,2.43,0.217,43,0.135,Mass,16.5,0,6.64,400,89.94,12.46,0.03832,,4362,0.58,0.62,-0.01,-0.763,4.7,2.34,0.0468,578.796,15.746,13.289,15.7813,Super Earth
Kepler-55 c,1,5,42.1516418,0.2095,2.21,0.197,69.8,0.22,Mass,35.5,0,3.84,349,89.96,13.22,0.0349,,4362,0.58,0.62,-0.01,-0.763,4.7,2.34,0.02459,578.796,15.746,13.289,15.7813,Super Earth
Kepler-55 d,1,5,2.211099,0.029,1.59,0.142,3.15,0.00993,M-R relationship,4.31,0,195,931,84.94,9.819,0.02286,,4503,0.62,0.63,-0.01,-0.763,4.68,2.34,3.6635,578.796,15.746,13.289,15.7813,Super Earth
Kepler-55 e,1,5,4.617534,0.048,1.55,0.138,3.02,0.00951,M-R relationship,4.46,0,73.16,728,86.99,12.35,0.02302,,4503,0.62,0.63,-0.01,-0.763,4.68,2.34,1.67234,578.796,15.746,13.289,15.7813,Super Earth
Kepler-55 f,1,5,10.198545,0.081,1.59,0.142,3.15,0.00993,M-R relationship,4.31,0,25.44,559,88.27,19.6,0.0255,,4503,0.62,0.63,-0.01,-0.763,4.68,2.34,3.6455,578.796,15.746,13.289,15.7813,Super Earth
Kepler-560 b,2,1,18.47764449,0.0899,1.72,0.153,3.61,0.0113,M-R relationship,3.9,0.17,2.46,298,89.606,78.71,0.0479,,3556,0.33,0.34,-0.39,-1.717,4.94,4.07,8.38608,109.308,15.66,11.455,14.7511,Super Earth
Kepler-57 c,1,2,11.6092567,0.096,1.55,0.138,9.1,0.02863,Mass,,0,48.57,671,89.96,8.18,0.01958,,5145,0.73,0.83,0.117,-0.342,4.63,0.6,0.07686,644.14,15.017,12.897,14.7738,Super Earth
Kepler-578 b,1,1,1.6168837,0.0266,2,0.178,4.66,0.0147,M-R relationship,3.2,0,496.9,1774,78.6,4.33,0.02183,,5334,0.83,0.87,-0.03,-0.337,4.54,4.68,0.98429,541.432,14.578,12.561,14.4107,Super Earth
Kepler-579 b,1,1,9.66857723,0.0854,2,0.178,4.66,0.0147,M-R relationship,3.2,0,60.61,730,87.59,31.07,0.01866,,5636,0.96,0.99,0.13,-0.311,4.47,4.07,6.07188,530.765,14.552,12.548,14.2462,Super Earth
